student_id,subject,internal_marks,midterm_marks,final_exam_marks,total_marks,grade
STU00127,Machine Learning,24,15,27,66,C
STU00127,Operating Systems,40,18,23,81,B
STU00128,Big Data Analytics,40,25,25,90,A
STU00128,Computer Networks,33,28,26,87,A
STU00128,Database Management,39,21,20,80,B
STU00128,Machine Learning,33,27,22,82,B
STU00128,Operating Systems,32,18,21,71,B
STU00129,Big Data Analytics,31,21,28,80,B
STU00129,Computer Networks,34,28,23,85,A
STU00129,Database Management,34,17,25,76,B
STU00129,Machine Learning,33,27,21,81,B
STU00129,Operating Systems,20,28,25,73,B
STU00130,Big Data Analytics,26,17,24,67,C
STU00130,Computer Networks,20,21,20,61,C
STU00130,Database Management,23,27,23,73,B
STU00130,Machine Learning,38,21,30,89,A
STU00130,Operating Systems,24,20,20,64,C
STU00131,Big Data Analytics,28,21,25,74,B
STU00131,Computer Networks,28,29,20,77,B
STU00131,Database Management,23,23,20,66,C
STU00131,Machine Learning,25,26,24,75,B
STU00131,Operating Systems,26,16,29,71,B
STU00132,Big Data Analytics,36,16,24,76,B
STU00132,Computer Networks,33,15,25,73,B
STU00132,Database Management,30,26,28,84,B
STU00132,Machine Learning,40,25,25,90,A
STU00132,Operating Systems,27,21,29,77,B
STU00133,Big Data Analytics,30,28,24,82,B
STU00133,Computer Networks,27,26,28,81,B
STU00133,Database Management,39,20,27,86,A
STU00133,Machine Learning,32,28,26,86,A
STU00133,Operating Systems,39,15,26,80,B
STU00134,Big Data Analytics,36,26,24,86,A
STU00134,Computer Networks,40,26,29,95,A
STU00134,Database Management,33,26,21,80,B
STU00134,Machine Learning,21,29,30,80,B
STU00134,Operating Systems,37,18,22,77,B
STU00135,Big Data Analytics,20,24,27,71,B
STU00135,Computer Networks,39,20,27,86,A
STU00135,Database Management,27,15,28,70,B
STU00135,Machine Learning,23,16,22,61,C
STU00135,Operating Systems,33,23,29,85,A
STU00136,Big Data Analytics,35,28,30,93,A
STU00136,Computer Networks,36,23,20,79,B
STU00136,Database Management,21,25,24,70,B
STU00136,Machine Learning,32,16,21,69,C
STU00136,Operating Systems,20,19,24,63,C
STU00137,Big Data Analytics,27,27,24,78,B
STU00137,Computer Networks,20,26,22,68,C
STU00137,Database Management,37,15,28,80,B
STU00137,Machine Learning,33,21,29,83,B
STU00137,Operating Systems,31,29,23,83,B
STU00138,Big Data Analytics,21,27,20,68,C
STU00138,Computer Networks,20,25,27,72,B
STU00138,Database Management,30,29,29,88,A
STU00138,Machine Learning,34,22,30,86,A
STU00138,Operating Systems,34,18,26,78,B
STU00139,Big Data Analytics,39,18,30,87,A
STU00139,Computer Networks,40,25,30,95,A
STU00139,Database Management,22,26,27,75,B
STU00139,Machine Learning,27,17,27,71,B
STU00139,Operating Systems,36,30,27,93,A
STU00140,Big Data Analytics,20,17,26,63,C
STU00140,Computer Networks,39,28,26,93,A
STU00140,Database Management,32,25,28,85,A
STU00140,Machine Learning,32,29,26,87,A
STU00140,Operating Systems,28,28,21,77,B
STU00141,Big Data Analytics,22,25,26,73,B
STU00141,Computer Networks,21,27,24,72,B
STU00141,Database Management,36,18,29,83,B
STU00141,Machine Learning,28,25,25,78,B
STU00141,Operating Systems,28,27,24,79,B
STU00142,Big Data Analytics,22,18,20,60,C
STU00142,Computer Networks,40,24,20,84,B
STU00142,Database Management,33,19,28,80,B
STU00142,Machine Learning,30,19,29,78,B
STU00142,Operating Systems,26,25,30,81,B
STU00143,Big Data Analytics,22,19,28,69,C
STU00143,Computer Networks,36,25,27,88,A
STU00143,Database Management,23,26,22,71,B
STU00143,Machine Learning,39,30,30,99,A
STU00143,Operating Systems,30,25,27,82,B
STU00144,Big Data Analytics,25,23,20,68,C
STU00144,Computer Networks,24,24,24,72,B
STU00144,Database Management,40,19,30,89,A
STU00144,Machine Learning,36,15,24,75,B
STU00144,Operating Systems,38,17,26,81,B
STU00145,Big Data Analytics,24,21,27,72,B
STU00145,Computer Networks,23,21,29,73,B
STU00145,Database Management,39,22,23,84,B
STU00145,Machine Learning,33,27,27,87,A
STU00145,Operating Systems,20,24,29,73,B
STU00146,Big Data Analytics,39,16,24,79,B
STU00146,Computer Networks,28,26,23,77,B
STU00146,Database Management,40,21,22,83,B
STU00146,Machine Learning,37,15,29,81,B
STU00146,Operating Systems,36,22,28,86,A
STU00147,Big Data Analytics,21,23,22,66,C
STU00147,Computer Networks,22,20,24,66,C
STU00147,Database Management,39,23,20,82,B
STU00147,Machine Learning,38,27,29,94,A
STU00147,Operating Systems,25,27,23,75,B
STU00148,Big Data Analytics,26,30,29,85,A
STU00148,Computer Networks,24,22,27,73,B
STU00148,Database Management,40,20,20,80,B
STU00148,Machine Learning,28,15,21,64,C
STU00148,Operating Systems,22,17,30,69,C
STU00149,Big Data Analytics,38,28,23,89,A
STU00149,Computer Networks,31,24,27,82,B
STU00149,Database Management,31,23,20,74,B
STU00149,Machine Learning,23,24,25,72,B
STU00149,Operating Systems,24,21,24,69,C
STU00150,Big Data Analytics,20,22,29,71,B
STU00150,Computer Networks,29,23,24,76,B
STU00150,Database Management,22,21,27,70,B
STU00150,Machine Learning,21,25,25,71,B
STU00150,Operating Systems,23,16,25,64,C
STU00151,Big Data Analytics,21,30,20,71,B
STU00151,Computer Networks,26,16,23,65,C
STU00151,Database Management,39,26,28,93,A
STU00151,Machine Learning,34,22,21,77,B
STU00151,Operating Systems,38,19,23,80,B
STU00152,Big Data Analytics,23,21,22,66,C
STU00152,Computer Networks,20,27,20,67,C
STU00152,Database Management,39,16,20,75,B
STU00152,Machine Learning,36,19,23,78,B
STU00152,Operating Systems,37,25,27,89,A
STU00153,Big Data Analytics,21,23,22,66,C
STU00153,Computer Networks,20,20,25,65,C
STU00153,Database Management,26,24,28,78,B
STU00153,Machine Learning,23,26,28,77,B
STU00153,Operating Systems,36,20,30,86,A
STU00154,Big Data Analytics,28,18,25,71,B
STU00154,Computer Networks,36,18,22,76,B
STU00154,Database Management,36,20,28,84,B
STU00154,Machine Learning,40,28,26,94,A
STU00154,Operating Systems,23,26,20,69,C
STU00155,Big Data Analytics,34,27,21,82,B
STU00155,Computer Networks,21,27,20,68,C
STU00155,Database Management,28,28,29,85,A
STU00155,Machine Learning,28,15,29,72,B
STU00155,Operating Systems,36,17,27,80,B
STU00156,Big Data Analytics,24,22,24,70,B
STU00156,Computer Networks,23,27,20,70,B
STU00156,Database Management,21,26,28,75,B
STU00156,Machine Learning,34,25,24,83,B
STU00156,Operating Systems,24,23,25,72,B
STU00157,Big Data Analytics,39,25,20,84,B
STU00157,Computer Networks,30,30,24,84,B
STU00157,Database Management,35,24,28,87,A
STU00157,Machine Learning,32,23,23,78,B
STU00157,Operating Systems,35,26,20,81,B
STU00158,Big Data Analytics,22,26,27,75,B
STU00158,Computer Networks,24,25,29,78,B
STU00158,Database Management,28,28,20,76,B
STU00158,Machine Learning,30,19,30,79,B
STU00158,Operating Systems,30,22,27,79,B
STU00159,Big Data Analytics,34,24,24,82,B
STU00159,Computer Networks,35,17,26,78,B
STU00159,Database Management,21,26,30,77,B
STU00159,Machine Learning,24,20,20,64,C
STU00159,Operating Systems,23,17,30,70,B
STU00160,Big Data Analytics,20,29,30,79,B
STU00160,Computer Networks,35,23,25,83,B
STU00160,Database Management,37,20,27,84,B
STU00160,Machine Learning,37,28,22,87,A
STU00160,Operating Systems,31,23,29,83,B
STU00161,Big Data Analytics,31,24,21,76,B
STU00161,Computer Networks,20,25,30,75,B
STU00161,Database Management,24,15,20,59,C
STU00161,Machine Learning,25,29,29,83,B
STU00161,Operating Systems,26,26,22,74,B
STU00162,Big Data Analytics,34,16,25,75,B
STU00162,Computer Networks,21,20,21,62,C
STU00162,Database Management,21,26,29,76,B
STU00162,Machine Learning,29,19,29,77,B
STU00162,Operating Systems,37,26,30,93,A
STU00163,Big Data Analytics,32,30,22,84,B
STU00163,Computer Networks,28,25,25,78,B
STU00163,Database Management,23,22,20,65,C
STU00163,Machine Learning,40,30,27,97,A
STU00163,Operating Systems,34,25,21,80,B
STU00164,Big Data Analytics,37,24,29,90,A
STU00164,Computer Networks,21,27,26,74,B
STU00164,Database Management,20,24,24,68,C
STU00164,Machine Learning,36,18,29,83,B
STU00164,Operating Systems,32,20,20,72,B
STU00165,Big Data Analytics,38,28,28,94,A
STU00165,Computer Networks,37,17,27,81,B
STU00165,Database Management,25,24,22,71,B
STU00165,Machine Learning,35,18,26,79,B
STU00165,Operating Systems,23,29,26,78,B
STU00166,Big Data Analytics,37,28,23,88,A
STU00166,Computer Networks,33,16,27,76,B
STU00166,Database Management,34,17,29,80,B
STU00166,Machine Learning,31,24,24,79,B
STU00166,Operating Systems,33,16,25,74,B
STU00167,Big Data Analytics,39,20,20,79,B
STU00167,Computer Networks,25,18,25,68,C
STU00167,Database Management,34,18,22,74,B
STU00167,Machine Learning,29,26,20,75,B
STU00167,Operating Systems,37,22,21,80,B
STU00168,Big Data Analytics,35,30,29,94,A
STU00168,Computer Networks,32,28,20,80,B
STU00168,Database Management,29,15,28,72,B
STU00168,Machine Learning,26,24,22,72,B
STU00168,Operating Systems,38,28,26,92,A
STU00169,Big Data Analytics,29,17,24,70,B
STU00169,Computer Networks,36,25,29,90,A
STU00169,Database Management,37,25,22,84,B
STU00169,Machine Learning,39,27,20,86,A
STU00169,Operating Systems,24,18,28,70,B
STU00170,Big Data Analytics,35,20,20,75,B
STU00170,Computer Networks,25,23,27,75,B
STU00170,Database Management,40,16,20,76,B
STU00170,Machine Learning,27,30,28,85,A
STU00170,Operating Systems,24,17,28,69,C
STU00171,Big Data Analytics,32,28,23,83,B
STU00171,Computer Networks,24,17,24,65,C
STU00171,Database Management,21,28,23,72,B
STU00171,Machine Learning,34,22,28,84,B
STU00171,Operating Systems,36,26,22,84,B
STU00172,Big Data Analytics,27,22,27,76,B
STU00172,Computer Networks,26,20,28,74,B
STU00172,Database Management,22,17,26,65,C
STU00172,Machine Learning,31,20,21,72,B
STU00172,Operating Systems,38,26,30,94,A
STU00173,Big Data Analytics,20,15,27,62,C
STU00173,Computer Networks,39,16,27,82,B
STU00173,Database Management,38,20,20,78,B
STU00173,Machine Learning,20,19,20,59,C
STU00173,Operating Systems,26,24,27,77,B
STU00174,Big Data Analytics,34,27,26,87,A
STU00174,Computer Networks,34,20,23,77,B
STU00174,Database Management,36,30,29,95,A
STU00174,Machine Learning,37,22,25,84,B
STU00174,Operating Systems,26,16,25,67,C
STU00175,Big Data Analytics,21,25,28,74,B
STU00175,Computer Networks,40,25,27,92,A
STU00175,Database Management,28,23,25,76,B
STU00175,Machine Learning,38,15,27,80,B
STU00175,Operating Systems,22,28,29,79,B
STU00176,Big Data Analytics,28,17,27,72,B
STU00176,Computer Networks,21,16,30,67,C
STU00176,Database Management,32,30,24,86,A
STU00176,Machine Learning,29,20,26,75,B
STU00176,Operating Systems,24,29,21,74,B
STU00177,Big Data Analytics,31,23,24,78,B
STU00177,Computer Networks,30,18,21,69,C
STU00177,Database Management,26,20,23,69,C
STU00177,Machine Learning,39,15,24,78,B
STU00177,Operating Systems,35,26,27,88,A
STU00178,Big Data Analytics,35,18,26,79,B
STU00178,Computer Networks,33,21,25,79,B
STU00178,Database Management,38,20,26,84,B
STU00178,Machine Learning,27,15,25,67,C
STU00178,Operating Systems,40,26,22,88,A
STU00179,Big Data Analytics,28,23,24,75,B
STU00179,Computer Networks,20,20,29,69,C
STU00179,Database Management,38,16,29,83,B
STU00179,Machine Learning,23,17,22,62,C
STU00179,Operating Systems,25,19,25,69,C
STU00180,Big Data Analytics,33,22,29,84,B
STU00180,Computer Networks,24,26,29,79,B
STU00180,Database Management,29,26,28,83,B
STU00180,Machine Learning,34,26,20,80,B
STU00180,Operating Systems,29,21,20,70,B
STU00181,Big Data Analytics,34,20,25,79,B
STU00181,Computer Networks,35,23,22,80,B
STU00181,Database Management,26,15,23,64,C
STU00181,Machine Learning,23,16,26,65,C
STU00181,Operating Systems,22,24,29,75,B
STU00182,Big Data Analytics,37,26,22,85,A
STU00182,Computer Networks,25,17,26,68,C
STU00182,Database Management,21,18,21,60,C
STU00182,Machine Learning,39,23,20,82,B
STU00182,Operating Systems,30,27,26,83,B
STU00183,Big Data Analytics,30,19,30,79,B
STU00183,Computer Networks,32,30,26,88,A
STU00183,Database Management,27,23,21,71,B
STU00183,Machine Learning,25,18,30,73,B
STU00183,Operating Systems,28,28,29,85,A
STU00184,Big Data Analytics,24,25,26,75,B
STU00184,Computer Networks,31,22,24,77,B
STU00184,Database Management,31,20,25,76,B
STU00184,Machine Learning,33,23,25,81,B
STU00184,Operating Systems,34,29,26,89,A
STU00185,Big Data Analytics,25,23,30,78,B
STU00185,Computer Networks,25,24,22,71,B
STU00185,Database Management,20,25,21,66,C
STU00185,Machine Learning,38,21,24,83,B
STU00185,Operating Systems,40,16,30,86,A
STU00186,Big Data Analytics,31,19,26,76,B
STU00186,Computer Networks,24,20,25,69,C
STU00186,Database Management,28,22,22,72,B
STU00186,Machine Learning,22,19,28,69,C
STU00186,Operating Systems,34,19,26,79,B
STU00187,Big Data Analytics,34,24,29,87,A
STU00187,Computer Networks,29,24,26,79,B
STU00187,Database Management,27,30,30,87,A
STU00187,Machine Learning,35,17,27,79,B
STU00187,Operating Systems,39,17,25,81,B
STU00188,Big Data Analytics,22,30,27,79,B
STU00188,Computer Networks,34,25,27,86,A
STU00188,Database Management,32,25,20,77,B
STU00188,Machine Learning,21,30,27,78,B
STU00188,Operating Systems,35,24,21,80,B
STU00189,Big Data Analytics,35,20,27,82,B
STU00189,Computer Networks,22,25,29,76,B
STU00189,Database Management,22,26,25,73,B
STU00189,Machine Learning,40,27,29,96,A
STU00189,Operating Systems,40,25,25,90,A
STU00190,Big Data Analytics,34,25,22,81,B
STU00190,Computer Networks,31,16,29,76,B
STU00190,Database Management,35,20,28,83,B
STU00190,Machine Learning,39,15,20,74,B
STU00190,Operating Systems,26,15,23,64,C
STU00191,Big Data Analytics,35,18,30,83,B
STU00191,Computer Networks,21,23,30,74,B
STU00191,Database Management,22,30,23,75,B
STU00191,Machine Learning,38,21,22,81,B
STU00191,Operating Systems,30,22,24,76,B
STU00192,Big Data Analytics,37,23,23,83,B
STU00192,Computer Networks,32,20,23,75,B
STU00192,Database Management,39,29,25,93,A
STU00192,Machine Learning,26,30,29,85,A
STU00192,Operating Systems,22,27,22,71,B
STU00193,Big Data Analytics,35,17,24,76,B
STU00193,Computer Networks,39,16,28,83,B
STU00193,Database Management,33,17,22,72,B
STU00193,Machine Learning,33,19,21,73,B
STU00193,Operating Systems,31,21,26,78,B
STU00194,Big Data Analytics,21,17,24,62,C
STU00194,Computer Networks,29,22,20,71,B
STU00194,Database Management,29,27,23,79,B
STU00194,Machine Learning,25,27,24,76,B
STU00194,Operating Systems,21,22,22,65,C
STU00195,Big Data Analytics,33,16,21,70,B
STU00195,Computer Networks,26,16,25,67,C
STU00195,Database Management,29,22,28,79,B
STU00195,Machine Learning,38,19,20,77,B
STU00195,Operating Systems,24,26,26,76,B
STU00196,Big Data Analytics,35,22,21,78,B
STU00196,Computer Networks,38,27,30,95,A
STU00196,Database Management,21,17,20,58,C
STU00196,Machine Learning,28,29,27,84,B
STU00196,Operating Systems,34,23,22,79,B
STU00197,Big Data Analytics,32,20,30,82,B
STU00197,Computer Networks,26,26,20,72,B
STU00197,Database Management,26,26,25,77,B
STU00197,Machine Learning,28,15,26,69,C
STU00197,Operating Systems,20,18,20,58,C
STU00198,Big Data Analytics,33,28,28,89,A
STU00198,Computer Networks,31,24,26,81,B
STU00198,Database Management,39,30,28,97,A
STU00198,Machine Learning,39,28,30,97,A
STU00198,Operating Systems,27,30,27,84,B
STU00199,Big Data Analytics,34,26,28,88,A
STU00199,Computer Networks,20,28,23,71,B
STU00199,Database Management,26,15,25,66,C
STU00199,Machine Learning,34,16,22,72,B
STU00199,Operating Systems,28,22,29,79,B
STU00200,Big Data Analytics,26,20,30,76,B
STU00200,Computer Networks,38,27,28,93,A
STU00200,Database Management,38,19,27,84,B
STU00200,Machine Learning,33,27,26,86,A
STU00200,Operating Systems,22,30,28,80,B
STU00201,Big Data Analytics,35,20,22,77,B
STU00201,Computer Networks,26,28,26,80,B
STU00201,Database Management,34,17,23,74,B
STU00201,Machine Learning,25,18,25,68,C
STU00201,Operating Systems,34,27,30,91,A
STU00202,Big Data Analytics,25,16,20,61,C
STU00202,Computer Networks,32,21,29,82,B
STU00202,Database Management,22,29,23,74,B
STU00202,Machine Learning,22,28,30,80,B
STU00202,Operating Systems,20,22,29,71,B
STU00203,Big Data Analytics,36,24,28,88,A
STU00203,Computer Networks,39,19,24,82,B
STU00203,Database Management,35,23,29,87,A
STU00203,Machine Learning,20,16,26,62,C
STU00203,Operating Systems,29,27,27,83,B
STU00204,Big Data Analytics,30,22,23,75,B
STU00204,Computer Networks,36,30,26,92,A
STU00204,Database Management,30,27,20,77,B
STU00204,Machine Learning,27,23,26,76,B
STU00204,Operating Systems,30,24,20,74,B
STU00205,Big Data Analytics,34,20,23,77,B
STU00205,Computer Networks,29,27,27,83,B
STU00205,Database Management,29,25,30,84,B
STU00205,Machine Learning,35,15,25,75,B
STU00205,Operating Systems,32,26,29,87,A
STU00206,Big Data Analytics,30,21,28,79,B
STU00206,Computer Networks,21,22,22,65,C
STU00206,Database Management,33,25,20,78,B
STU00206,Machine Learning,20,20,22,62,C
STU00206,Operating Systems,38,23,25,86,A
STU00207,Big Data Analytics,31,23,20,74,B
STU00207,Computer Networks,30,19,29,78,B
STU00207,Database Management,33,25,25,83,B
STU00207,Machine Learning,34,24,29,87,A
STU00207,Operating Systems,37,28,28,93,A
STU00208,Big Data Analytics,35,22,23,80,B
STU00208,Computer Networks,27,18,30,75,B
STU00208,Database Management,30,20,24,74,B
STU00208,Machine Learning,38,25,23,86,A
STU00208,Operating Systems,38,17,22,77,B
STU00209,Big Data Analytics,22,28,24,74,B
STU00209,Computer Networks,26,30,30,86,A
STU00209,Database Management,23,23,29,75,B
STU00209,Machine Learning,22,16,28,66,C
STU00209,Operating Systems,32,20,20,72,B
STU00210,Big Data Analytics,30,21,29,80,B
STU00210,Computer Networks,23,28,22,73,B
STU00210,Database Management,29,20,21,70,B
STU00210,Machine Learning,40,15,30,85,A
STU00210,Operating Systems,24,16,22,62,C
STU00211,Big Data Analytics,34,16,20,70,B
STU00211,Computer Networks,27,24,29,80,B
STU00211,Database Management,25,19,24,68,C
STU00211,Machine Learning,32,20,27,79,B
STU00211,Operating Systems,33,25,23,81,B
STU00212,Big Data Analytics,35,21,20,76,B
STU00212,Computer Networks,22,26,26,74,B
STU00212,Database Management,35,29,28,92,A
STU00212,Machine Learning,29,19,24,72,B
STU00212,Operating Systems,28,25,27,80,B
STU00213,Big Data Analytics,30,30,30,90,A
STU00213,Computer Networks,36,25,24,85,A
STU00213,Database Management,27,19,27,73,B
STU00213,Machine Learning,25,23,27,75,B
STU00213,Operating Systems,27,27,26,80,B
STU00214,Big Data Analytics,30,30,21,81,B
STU00214,Computer Networks,38,15,25,78,B
STU00214,Database Management,31,26,29,86,A
STU00214,Machine Learning,32,17,26,75,B
STU00214,Operating Systems,21,20,30,71,B
STU00215,Big Data Analytics,38,21,23,82,B
STU00215,Computer Networks,21,25,27,73,B
STU00215,Database Management,40,17,21,78,B
STU00215,Machine Learning,22,24,20,66,C
STU00215,Operating Systems,23,20,23,66,C
STU00216,Big Data Analytics,25,18,26,69,C
STU00216,Computer Networks,27,29,20,76,B
STU00216,Database Management,20,22,26,68,C
STU00216,Machine Learning,40,15,23,78,B
STU00216,Operating Systems,21,23,29,73,B
STU00217,Big Data Analytics,36,24,29,89,A
STU00217,Computer Networks,31,25,27,83,B
STU00217,Database Management,20,16,29,65,C
STU00217,Machine Learning,30,18,28,76,B
STU00217,Operating Systems,37,18,22,77,B
STU00218,Big Data Analytics,26,24,21,71,B
STU00218,Computer Networks,37,29,25,91,A
STU00218,Database Management,21,28,23,72,B
STU00218,Machine Learning,36,23,20,79,B
STU00218,Operating Systems,23,30,23,76,B
STU00219,Big Data Analytics,24,20,23,67,C
STU00219,Computer Networks,27,17,23,67,C
STU00219,Database Management,31,15,29,75,B
STU00219,Machine Learning,27,19,23,69,C
STU00219,Operating Systems,32,25,22,79,B
STU00220,Big Data Analytics,38,19,27,84,B
STU00220,Computer Networks,22,29,26,77,B
STU00220,Database Management,25,29,22,76,B
STU00220,Machine Learning,28,29,27,84,B
STU00220,Operating Systems,21,30,27,78,B
STU00221,Big Data Analytics,37,24,22,83,B
STU00221,Computer Networks,28,30,30,88,A
STU00221,Database Management,38,22,20,80,B
STU00221,Machine Learning,32,28,21,81,B
STU00221,Operating Systems,34,28,25,87,A
STU00222,Big Data Analytics,24,20,26,70,B
STU00222,Computer Networks,38,18,27,83,B
STU00222,Database Management,22,19,26,67,C
STU00222,Machine Learning,28,30,27,85,A
STU00222,Operating Systems,38,24,21,83,B
STU00223,Big Data Analytics,35,17,30,82,B
STU00223,Computer Networks,29,30,26,85,A
STU00223,Database Management,24,24,29,77,B
STU00223,Machine Learning,27,17,26,70,B
STU00223,Operating Systems,30,24,22,76,B
STU00224,Big Data Analytics,36,24,26,86,A
STU00224,Computer Networks,24,18,30,72,B
STU00224,Database Management,37,25,28,90,A
STU00224,Machine Learning,34,25,23,82,B
STU00224,Operating Systems,32,29,24,85,A
STU00225,Big Data Analytics,36,29,23,88,A
STU00225,Computer Networks,28,20,27,75,B
STU00225,Database Management,40,29,23,92,A
STU00225,Machine Learning,33,26,22,81,B
STU00225,Operating Systems,36,26,30,92,A
STU00226,Big Data Analytics,24,20,25,69,C
STU00226,Computer Networks,37,28,24,89,A
STU00226,Database Management,36,24,26,86,A
STU00226,Machine Learning,20,25,20,65,C
STU00226,Operating Systems,37,22,28,87,A
STU00227,Big Data Analytics,27,18,28,73,B
STU00227,Computer Networks,38,24,29,91,A
STU00227,Database Management,29,20,22,71,B
STU00227,Machine Learning,31,17,28,76,B
STU00227,Operating Systems,22,22,24,68,C
STU00228,Big Data Analytics,32,26,26,84,B
STU00228,Computer Networks,27,26,21,74,B
STU00228,Database Management,32,23,26,81,B
STU00228,Machine Learning,23,28,28,79,B
STU00228,Operating Systems,29,27,21,77,B
STU00229,Big Data Analytics,29,27,24,80,B
STU00229,Computer Networks,40,16,28,84,B
STU00229,Database Management,28,30,20,78,B
STU00229,Machine Learning,31,26,22,79,B
STU00229,Operating Systems,38,26,30,94,A
STU00230,Big Data Analytics,25,29,26,80,B
STU00230,Computer Networks,31,24,29,84,B
STU00230,Database Management,21,28,21,70,B
STU00230,Machine Learning,28,25,23,76,B
STU00230,Operating Systems,30,25,23,78,B
STU00231,Big Data Analytics,32,24,27,83,B
STU00231,Computer Networks,27,15,26,68,C
STU00231,Database Management,22,21,30,73,B
STU00231,Machine Learning,35,17,25,77,B
STU00231,Operating Systems,25,27,28,80,B
STU00232,Big Data Analytics,34,26,24,84,B
STU00232,Computer Networks,40,15,22,77,B
STU00232,Database Management,22,17,22,61,C
STU00232,Machine Learning,24,26,22,72,B
STU00232,Operating Systems,25,29,24,78,B
STU00233,Big Data Analytics,22,15,25,62,C
STU00233,Computer Networks,26,16,28,70,B
STU00233,Database Management,21,20,20,61,C
STU00233,Machine Learning,36,23,24,83,B
STU00233,Operating Systems,27,24,30,81,B
STU00234,Big Data Analytics,40,21,20,81,B
STU00234,Computer Networks,36,29,27,92,A
STU00234,Database Management,31,29,26,86,A
STU00234,Machine Learning,23,21,30,74,B
STU00234,Operating Systems,27,15,26,68,C
STU00235,Big Data Analytics,39,19,20,78,B
STU00235,Computer Networks,20,22,27,69,C
STU00235,Database Management,32,22,23,77,B
STU00235,Machine Learning,36,25,26,87,A
STU00235,Operating Systems,29,20,21,70,B
STU00236,Big Data Analytics,38,28,29,95,A
STU00236,Computer Networks,21,27,27,75,B
STU00236,Database Management,30,25,21,76,B
STU00236,Machine Learning,38,30,21,89,A
STU00236,Operating Systems,34,15,27,76,B
STU00237,Big Data Analytics,28,29,26,83,B
STU00237,Computer Networks,29,26,29,84,B
STU00237,Database Management,27,29,23,79,B
STU00237,Machine Learning,34,19,25,78,B
STU00237,Operating Systems,31,17,24,72,B
STU00238,Big Data Analytics,20,21,29,70,B
STU00238,Computer Networks,32,27,29,88,A
STU00238,Database Management,23,25,21,69,C
STU00238,Machine Learning,21,24,24,69,C
STU00238,Operating Systems,35,23,21,79,B
STU00239,Big Data Analytics,39,19,24,82,B
STU00239,Computer Networks,23,30,22,75,B
STU00239,Database Management,27,29,29,85,A
STU00239,Machine Learning,24,24,20,68,C
STU00239,Operating Systems,27,25,23,75,B
STU00240,Big Data Analytics,30,17,23,70,B
STU00240,Computer Networks,27,16,24,67,C
STU00240,Database Management,21,21,28,70,B
STU00240,Machine Learning,29,23,21,73,B
STU00240,Operating Systems,30,15,29,74,B
STU00241,Big Data Analytics,28,19,30,77,B
STU00241,Computer Networks,22,17,30,69,C
STU00241,Database Management,39,20,27,86,A
STU00241,Machine Learning,35,17,26,78,B
STU00241,Operating Systems,35,25,28,88,A
STU00242,Big Data Analytics,33,17,23,73,B
STU00242,Computer Networks,34,19,24,77,B
STU00242,Database Management,36,26,25,87,A
STU00242,Machine Learning,21,17,27,65,C
STU00242,Operating Systems,37,29,24,90,A
STU00243,Big Data Analytics,22,27,23,72,B
STU00243,Computer Networks,30,29,23,82,B
STU00243,Database Management,27,20,21,68,C
STU00243,Machine Learning,21,15,22,58,C
STU00243,Operating Systems,28,15,22,65,C
STU00244,Big Data Analytics,21,26,27,74,B
STU00244,Computer Networks,25,26,30,81,B
STU00244,Database Management,40,27,27,94,A
STU00244,Machine Learning,33,30,28,91,A
STU00244,Operating Systems,20,15,24,59,C
STU00245,Big Data Analytics,36,27,27,90,A
STU00245,Computer Networks,39,20,29,88,A
STU00245,Database Management,34,25,21,80,B
STU00245,Machine Learning,27,17,20,64,C
STU00245,Operating Systems,37,25,21,83,B
STU00246,Big Data Analytics,27,19,25,71,B
STU00246,Computer Networks,21,15,22,58,C
STU00246,Database Management,25,17,28,70,B
STU00246,Machine Learning,24,30,22,76,B
STU00246,Operating Systems,31,21,28,80,B
STU00247,Big Data Analytics,40,26,24,90,A
STU00247,Computer Networks,24,15,25,64,C
STU00247,Database Management,32,28,30,90,A
STU00247,Machine Learning,40,26,25,91,A
STU00247,Operating Systems,29,29,22,80,B
STU00248,Big Data Analytics,34,24,22,80,B
STU00248,Computer Networks,36,17,20,73,B
STU00248,Database Management,27,16,27,70,B
STU00248,Machine Learning,20,19,24,63,C
STU00248,Operating Systems,40,17,28,85,A
STU00249,Big Data Analytics,28,25,24,77,B
STU00249,Computer Networks,29,21,25,75,B
STU00249,Database Management,39,22,27,88,A
STU00249,Machine Learning,34,16,20,70,B
STU00249,Operating Systems,20,25,28,73,B
STU00250,Big Data Analytics,28,22,23,73,B
STU00250,Computer Networks,25,25,20,70,B
STU00250,Database Management,23,22,24,69,C
STU00250,Machine Learning,37,30,27,94,A
STU00250,Operating Systems,33,18,20,71,B
STU00251,Big Data Analytics,32,17,25,74,B
STU00251,Computer Networks,21,23,24,68,C
STU00251,Database Management,35,16,26,77,B
STU00251,Machine Learning,33,28,23,84,B
STU00251,Operating Systems,35,18,27,80,B
STU00252,Big Data Analytics,30,17,20,67,C
STU00252,Computer Networks,30,23,22,75,B
STU00252,Database Management,33,19,30,82,B
STU00252,Machine Learning,28,19,21,68,C
STU00252,Operating Systems,26,16,25,67,C
STU00253,Big Data Analytics,27,15,23,65,C
STU00253,Computer Networks,30,26,24,80,B
STU00253,Database Management,39,22,30,91,A
STU00253,Machine Learning,39,24,22,85,A
STU00253,Operating Systems,38,18,27,83,B
STU00254,Big Data Analytics,25,26,28,79,B
STU00254,Computer Networks,28,16,22,66,C
