activity_id,student_id,activity_date,login_count,video_minutes,resources_viewed,quiz_attempts,forum_posts,session_minutes
LMS001829,STU00092,2026-01-20,4,142,7,1,0,129
LMS001830,STU00092,2026-01-04,2,23,0,4,0,107
LMS001831,STU00092,2026-01-24,2,90,8,2,1,49
LMS001832,STU00092,2026-01-16,3,113,0,2,0,178
LMS001833,STU00092,2026-03-17,4,3,4,4,5,205
LMS001834,STU00092,2026-05-16,3,48,1,3,0,156
LMS001835,STU00092,2026-06-23,6,8,3,3,5,15
LMS001836,STU00092,2026-06-28,0,121,10,3,0,199
LMS001837,STU00092,2026-04-08,6,24,0,5,2,28
LMS001838,STU00092,2026-05-13,5,123,3,5,1,36
LMS001839,STU00092,2026-05-24,3,156,6,0,2,60
LMS001840,STU00092,2026-05-25,0,124,13,2,2,233
LMS001841,STU00093,2026-03-09,0,4,4,3,4,162
LMS001842,STU00093,2026-05-31,7,76,10,2,4,34
LMS001843,STU00093,2026-01-24,7,10,15,1,0,62
LMS001844,STU00093,2026-04-13,4,65,2,4,4,120
LMS001845,STU00093,2026-04-28,7,159,15,3,3,129
LMS001846,STU00093,2026-01-14,3,26,14,5,2,233
LMS001847,STU00093,2026-05-30,1,87,10,3,1,167
LMS001848,STU00093,2026-01-22,6,100,5,2,3,204
LMS001849,STU00093,2026-01-18,0,54,5,2,5,159
LMS001850,STU00093,2026-06-21,2,75,12,2,4,165
LMS001851,STU00093,2026-05-07,5,114,11,4,2,208
LMS001852,STU00093,2026-01-16,1,177,15,3,4,196
LMS001853,STU00093,2026-05-06,6,82,10,4,4,157
LMS001854,STU00093,2026-01-18,2,22,11,5,2,240
LMS001855,STU00093,2026-04-16,3,1,8,2,2,60
LMS001856,STU00093,2026-02-13,7,119,9,1,0,73
LMS001857,STU00093,2026-05-05,8,47,12,1,4,100
LMS001858,STU00093,2026-05-28,0,1,14,2,5,95
LMS001859,STU00093,2026-01-08,5,59,7,1,1,207
LMS001860,STU00093,2026-05-20,0,132,14,3,1,184
LMS001861,STU00094,2026-06-22,0,9,3,0,5,79
LMS001862,STU00094,2026-04-01,4,67,9,0,5,208
LMS001863,STU00094,2026-01-26,7,94,4,5,3,204
LMS001864,STU00094,2026-05-13,7,161,15,3,3,175
LMS001865,STU00094,2026-05-28,1,109,14,5,5,197
LMS001866,STU00094,2026-02-09,6,44,5,1,3,82
LMS001867,STU00094,2026-05-19,3,94,9,5,5,103
LMS001868,STU00094,2026-04-02,2,177,2,0,1,53
LMS001869,STU00094,2026-06-09,7,70,0,4,4,205
LMS001870,STU00094,2026-03-03,4,76,1,1,4,150
LMS001871,STU00094,2026-04-04,1,49,10,1,4,43
LMS001872,STU00094,2026-01-14,3,49,8,3,4,211
LMS001873,STU00094,2026-01-18,4,37,2,1,5,49
LMS001874,STU00094,2026-02-10,5,106,3,1,3,226
LMS001875,STU00094,2026-06-18,5,109,1,2,3,228
LMS001876,STU00094,2026-05-07,3,71,13,3,2,211
LMS001877,STU00094,2026-06-02,6,69,5,5,3,191
LMS001878,STU00094,2026-01-29,8,19,2,0,3,125
LMS001879,STU00094,2026-02-28,5,68,12,2,1,134
LMS001880,STU00094,2026-04-04,6,97,4,1,3,237
LMS001881,STU00095,2026-06-12,5,99,12,2,5,17
LMS001882,STU00095,2026-04-09,0,52,12,1,1,152
LMS001883,STU00095,2026-02-24,1,134,3,5,4,86
LMS001884,STU00095,2026-04-21,2,103,13,5,2,176
LMS001885,STU00095,2026-02-02,0,21,3,5,4,22
LMS001886,STU00095,2026-02-11,1,166,9,5,2,58
LMS001887,STU00095,2026-06-21,5,157,0,5,4,162
LMS001888,STU00095,2026-03-01,8,162,11,4,4,135
LMS001889,STU00095,2026-01-25,2,110,0,5,0,225
LMS001890,STU00095,2026-03-20,0,51,1,0,2,44
LMS001891,STU00095,2026-03-13,2,95,6,1,4,159
LMS001892,STU00095,2026-05-18,6,161,2,4,0,12
LMS001893,STU00095,2026-02-03,8,74,3,5,1,93
LMS001894,STU00095,2026-03-11,4,51,12,1,2,148
LMS001895,STU00095,2026-02-19,0,86,0,3,1,99
LMS001896,STU00095,2026-05-04,1,75,11,2,3,98
LMS001897,STU00095,2026-01-19,3,117,14,4,4,115
LMS001898,STU00095,2026-04-16,0,97,15,3,5,197
LMS001899,STU00095,2026-04-21,4,67,8,5,3,114
LMS001900,STU00095,2026-05-11,0,94,9,2,5,168
LMS001901,STU00096,2026-03-16,4,38,14,5,2,30
LMS001902,STU00096,2026-06-08,7,180,5,1,4,224
LMS001903,STU00096,2026-04-11,2,67,3,5,5,44
LMS001904,STU00096,2026-05-11,3,142,2,2,5,96
LMS001905,STU00096,2026-03-10,7,81,10,0,5,91
LMS001906,STU00096,2026-02-13,1,137,10,1,3,173
LMS001907,STU00096,2026-03-16,4,48,3,0,3,34
LMS001908,STU00096,2026-02-05,6,45,5,2,3,207
LMS001909,STU00096,2026-05-20,4,108,12,2,2,208
LMS001910,STU00096,2026-05-31,3,47,0,1,4,239
LMS001911,STU00096,2026-03-31,5,74,2,4,0,183
LMS001912,STU00096,2026-03-05,5,78,5,2,0,181
LMS001913,STU00096,2026-03-30,8,81,5,4,2,39
LMS001914,STU00096,2026-06-04,7,110,0,1,2,193
LMS001915,STU00096,2026-06-12,2,51,4,2,0,205
LMS001916,STU00096,2026-01-07,6,18,9,3,1,164
LMS001917,STU00096,2026-03-16,5,44,14,2,3,201
LMS001918,STU00096,2026-06-05,5,157,13,4,1,202
LMS001919,STU00096,2026-05-31,0,64,10,5,1,26
LMS001920,STU00096,2026-04-06,4,141,0,2,4,225
LMS001921,STU00097,2026-06-29,0,128,15,4,3,204
LMS001922,STU00097,2026-03-18,4,64,8,0,2,52
LMS001923,STU00097,2026-03-29,2,76,5,4,4,64
LMS001924,STU00097,2026-05-11,8,58,3,4,1,140
LMS001925,STU00097,2026-06-17,2,3,7,1,2,163
LMS001926,STU00097,2026-05-04,6,175,5,3,2,61
LMS001927,STU00097,2026-05-29,3,80,4,3,0,15
LMS001928,STU00097,2026-03-31,8,152,3,0,5,28
LMS001929,STU00097,2026-03-13,5,70,14,5,2,22
LMS001930,STU00097,2026-01-22,5,28,4,0,0,140
LMS001931,STU00097,2026-03-05,0,145,2,5,4,208
LMS001932,STU00097,2026-02-01,4,85,9,5,3,83
LMS001933,STU00097,2026-05-17,0,25,4,2,2,229
LMS001934,STU00097,2026-05-22,0,163,11,1,4,131
LMS001935,STU00097,2026-01-20,5,50,9,1,1,94
LMS001936,STU00097,2026-03-09,3,44,12,2,1,58
LMS001937,STU00097,2026-01-26,1,48,7,3,4,188
LMS001938,STU00097,2026-04-28,3,120,15,5,5,63
LMS001939,STU00097,2026-02-09,8,92,12,2,5,175
LMS001940,STU00097,2026-02-15,0,81,9,2,4,93
LMS001941,STU00098,2026-06-11,2,34,4,5,0,183
LMS001942,STU00098,2026-04-30,4,90,0,2,0,190
LMS001943,STU00098,2026-04-01,5,6,15,1,3,143
LMS001944,STU00098,2026-01-28,5,50,6,1,5,223
LMS001945,STU00098,2026-04-23,5,77,9,5,2,77
LMS001946,STU00098,2026-03-12,6,108,8,0,3,24
LMS001947,STU00098,2026-01-10,0,107,5,5,1,156
LMS001948,STU00098,2026-06-16,1,90,1,2,3,123
LMS001949,STU00098,2026-03-07,1,142,13,2,2,148
LMS001950,STU00098,2026-02-19,0,173,6,0,1,52
LMS001951,STU00098,2026-02-16,0,8,8,3,0,154
LMS001952,STU00098,2026-06-07,0,122,9,1,1,134
LMS001953,STU00098,2026-04-30,2,160,12,0,3,16
LMS001954,STU00098,2026-01-14,3,70,0,1,1,169
LMS001955,STU00098,2026-01-14,8,43,5,3,2,156
LMS001956,STU00098,2026-01-31,3,99,5,3,4,114
LMS001957,STU00098,2026-06-06,6,110,15,1,1,50
LMS001958,STU00098,2026-06-25,0,18,15,5,5,21
LMS001959,STU00098,2026-05-24,2,40,3,3,0,226
LMS001960,STU00098,2026-02-07,6,119,7,3,5,2
LMS001961,STU00099,2026-04-22,7,24,2,1,4,221
LMS001962,STU00099,2026-06-03,5,20,1,0,1,189
LMS001963,STU00099,2026-02-06,1,2,2,2,1,42
LMS001964,STU00099,2026-05-21,0,160,11,2,0,165
LMS001965,STU00099,2026-02-25,4,67,3,1,1,81
LMS001966,STU00099,2026-01-25,3,0,8,3,0,3
LMS001967,STU00099,2026-01-13,8,71,8,2,0,239
LMS001968,STU00099,2026-06-03,7,122,8,3,4,46
LMS001969,STU00099,2026-04-22,5,173,12,4,0,136
LMS001970,STU00099,2026-06-25,0,103,13,2,4,195
LMS001971,STU00099,2026-02-11,1,151,15,0,1,38
LMS001972,STU00099,2026-04-16,4,33,15,2,3,195
LMS001973,STU00099,2026-05-05,6,59,9,1,2,21
LMS001974,STU00099,2026-01-12,1,162,14,2,5,45
LMS001975,STU00099,2026-04-30,6,4,2,1,5,31
LMS001976,STU00099,2026-01-04,6,15,3,1,0,237
LMS001977,STU00099,2026-04-12,5,91,7,0,1,134
LMS001978,STU00099,2026-01-23,5,150,2,5,2,190
LMS001979,STU00099,2026-01-20,7,139,1,3,2,127
LMS001980,STU00099,2026-02-08,8,137,4,1,5,42
LMS001981,STU00100,2026-05-17,0,160,5,5,2,199
LMS001982,STU00100,2026-05-13,1,19,4,5,1,62
LMS001983,STU00100,2026-05-25,6,110,10,4,5,234
LMS001984,STU00100,2026-01-17,4,63,4,5,5,21
LMS001985,STU00100,2026-05-26,1,42,4,0,4,123
LMS001986,STU00100,2026-04-28,2,94,7,2,3,64
LMS001987,STU00100,2026-02-06,8,81,2,5,5,188
LMS001988,STU00100,2026-05-10,0,165,4,2,1,60
LMS001989,STU00100,2026-01-22,4,40,11,2,0,231
LMS001990,STU00100,2026-02-10,8,89,14,2,5,167
LMS001991,STU00100,2026-04-22,0,94,11,0,4,149
LMS001992,STU00100,2026-04-08,0,6,0,2,1,180
LMS001993,STU00100,2026-05-31,4,168,7,3,2,46
LMS001994,STU00100,2026-02-21,0,23,3,4,0,4
LMS001995,STU00100,2026-05-26,8,84,6,2,4,20
LMS001996,STU00100,2026-01-14,4,99,0,5,2,166
LMS001997,STU00100,2026-03-13,8,178,9,0,2,164
LMS001998,STU00100,2026-04-11,4,83,5,2,1,233
LMS001999,STU00100,2026-02-06,1,165,3,2,2,55
LMS002000,STU00100,2026-01-27,8,35,6,4,2,143
LMS002001,STU00101,2026-06-17,1,39,6,4,4,89
LMS002002,STU00101,2026-06-20,5,139,9,2,1,149
LMS002003,STU00101,2026-01-17,5,85,4,4,2,51
LMS002004,STU00101,2026-06-28,8,84,5,4,3,214
LMS002005,STU00101,2026-01-20,6,73,15,2,1,102
LMS002006,STU00101,2026-02-03,1,82,15,5,3,21
LMS002007,STU00101,2026-03-11,8,65,11,0,3,113
LMS002008,STU00101,2026-01-08,2,2,11,2,0,91
LMS002009,STU00101,2026-03-07,1,25,7,4,2,82
LMS002010,STU00101,2026-01-31,8,30,13,3,1,191
LMS002011,STU00101,2026-03-04,8,179,2,5,5,98
LMS002012,STU00101,2026-02-03,3,163,5,3,0,203
LMS002013,STU00101,2026-06-21,2,81,11,1,5,19
LMS002014,STU00101,2026-06-21,6,14,8,0,3,221
LMS002015,STU00101,2026-05-07,6,72,7,4,1,84
LMS002016,STU00101,2026-05-15,7,157,1,5,3,61
LMS002017,STU00101,2026-05-20,7,145,1,5,0,95
LMS002018,STU00101,2026-03-18,8,72,0,1,5,87
LMS002019,STU00101,2026-05-02,8,83,10,3,1,83
LMS002020,STU00101,2026-04-29,6,74,10,0,5,171
LMS002021,STU00102,2026-02-24,5,37,10,5,1,236
LMS002022,STU00102,2026-04-08,5,140,6,2,0,129
LMS002023,STU00102,2026-01-21,8,143,10,0,0,146
LMS002024,STU00102,2026-06-07,1,110,8,4,3,62
LMS002025,STU00102,2026-02-14,3,46,0,0,1,81
LMS002026,STU00102,2026-04-10,4,131,0,4,5,229
LMS002027,STU00102,2026-06-12,1,169,1,0,3,102
LMS002028,STU00102,2026-05-18,4,49,0,1,1,6
LMS002029,STU00102,2026-04-10,8,155,10,1,0,64
LMS002030,STU00102,2026-03-18,6,139,14,3,2,32
LMS002031,STU00102,2026-06-04,2,45,12,3,2,198
LMS002032,STU00102,2026-06-13,4,131,5,3,2,54
LMS002033,STU00102,2026-05-09,1,42,1,1,3,132
LMS002034,STU00102,2026-01-07,7,47,3,4,4,22
LMS002035,STU00102,2026-03-12,4,148,0,5,3,91
LMS002036,STU00102,2026-05-16,0,107,9,2,3,38
LMS002037,STU00102,2026-05-26,2,9,3,0,5,5
LMS002038,STU00102,2026-02-15,4,45,12,2,1,127
LMS002039,STU00102,2026-01-01,5,60,13,4,2,186
LMS002040,STU00102,2026-06-10,3,32,6,1,1,200
LMS002041,STU00103,2026-03-12,0,37,15,5,1,134
LMS002042,STU00103,2026-04-06,1,12,10,1,5,119
LMS002043,STU00103,2026-03-19,8,139,2,3,2,223
LMS002044,STU00103,2026-01-24,5,165,3,4,2,127
LMS002045,STU00103,2026-04-30,3,28,12,3,2,59
LMS002046,STU00103,2026-01-13,3,50,9,5,1,91
LMS002047,STU00103,2026-02-10,6,60,6,2,3,125
LMS002048,STU00103,2026-05-19,6,44,13,5,4,100
LMS002049,STU00103,2026-02-20,8,130,5,2,4,90
LMS002050,STU00103,2026-05-28,0,128,11,3,5,168
LMS002051,STU00103,2026-05-20,7,70,9,4,2,77
LMS002052,STU00103,2026-01-03,1,136,8,0,4,132
LMS002053,STU00103,2026-02-18,8,105,3,1,2,227
LMS002054,STU00103,2026-06-07,4,148,0,1,1,233
LMS002055,STU00103,2026-01-18,4,14,1,1,0,209
LMS002056,STU00103,2026-04-07,1,178,4,3,2,128
LMS002057,STU00103,2026-03-28,3,62,8,5,3,26
LMS002058,STU00103,2026-03-25,4,41,4,4,4,125
LMS002059,STU00103,2026-04-13,5,140,13,0,4,157
LMS002060,STU00103,2026-06-01,8,180,15,3,5,36
LMS002061,STU00104,2026-05-28,5,114,15,1,0,18
LMS002062,STU00104,2026-05-28,0,83,3,5,1,173
LMS002063,STU00104,2026-02-09,2,144,1,2,3,150
LMS002064,STU00104,2026-01-12,0,180,4,1,2,140
LMS002065,STU00104,2026-06-26,1,12,0,1,2,66
LMS002066,STU00104,2026-03-12,6,99,14,0,2,230
LMS002067,STU00104,2026-06-19,5,15,2,3,0,13
LMS002068,STU00104,2026-03-06,5,32,13,5,4,72
LMS002069,STU00104,2026-06-13,3,51,14,2,5,133
LMS002070,STU00104,2026-03-29,6,97,8,2,3,13
LMS002071,STU00104,2026-04-12,1,178,12,5,2,126
LMS002072,STU00104,2026-06-02,7,90,0,3,1,81
LMS002073,STU00104,2026-04-17,8,45,11,1,4,86
LMS002074,STU00104,2026-05-01,0,43,9,5,0,228
LMS002075,STU00104,2026-02-04,7,95,12,0,3,141
LMS002076,STU00104,2026-02-05,8,26,1,1,1,195
LMS002077,STU00104,2026-02-06,0,144,11,2,1,103
LMS002078,STU00104,2026-02-06,5,19,13,1,0,106
LMS002079,STU00104,2026-03-11,3,157,0,1,5,94
LMS002080,STU00104,2026-05-03,6,131,13,0,2,117
LMS002081,STU00105,2026-02-02,0,107,7,2,2,12
LMS002082,STU00105,2026-03-30,7,113,4,0,4,84
LMS002083,STU00105,2026-04-20,2,142,14,2,2,76
LMS002084,STU00105,2026-03-04,7,50,9,4,0,157
LMS002085,STU00105,2026-05-17,2,0,12,3,1,139
LMS002086,STU00105,2026-02-24,3,89,0,1,3,131
LMS002087,STU00105,2026-04-07,1,99,0,1,5,28
LMS002088,STU00105,2026-01-01,2,103,11,1,0,110
LMS002089,STU00105,2026-01-25,7,19,15,5,1,95
LMS002090,STU00105,2026-01-08,0,106,15,5,2,21
LMS002091,STU00105,2026-04-28,2,132,10,1,3,234
LMS002092,STU00105,2026-01-13,5,54,6,1,1,20
LMS002093,STU00105,2026-04-16,7,56,10,4,4,167
LMS002094,STU00105,2026-01-12,4,144,7,2,2,58
LMS002095,STU00105,2026-06-18,5,51,1,2,2,77
LMS002096,STU00105,2026-06-20,3,162,9,2,1,186
LMS002097,STU00105,2026-04-24,7,17,2,1,1,16
LMS002098,STU00105,2026-06-08,1,111,9,4,2,36
LMS002099,STU00105,2026-02-07,3,13,0,5,1,135
LMS002100,STU00105,2026-04-15,2,161,6,5,1,99
LMS002101,STU00106,2026-05-12,6,90,13,5,2,239
LMS002102,STU00106,2026-03-11,8,84,11,2,2,161
LMS002103,STU00106,2026-05-05,6,137,11,1,3,207
LMS002104,STU00106,2026-03-01,5,154,4,4,5,168
LMS002105,STU00106,2026-04-10,2,106,4,3,4,203
LMS002106,STU00106,2026-01-23,3,143,12,4,2,161
LMS002107,STU00106,2026-05-02,2,103,1,4,4,172
LMS002108,STU00106,2026-05-18,4,125,13,4,3,192
LMS002109,STU00106,2026-02-02,3,62,4,1,3,231
LMS002110,STU00106,2026-05-01,2,165,8,2,3,33
LMS002111,STU00106,2026-05-21,7,119,3,1,2,238
LMS002112,STU00106,2026-01-01,6,102,11,5,5,212
LMS002113,STU00106,2026-03-09,0,0,0,5,2,93
LMS002114,STU00106,2026-06-22,4,39,1,0,1,223
LMS002115,STU00106,2026-06-23,6,19,10,0,5,210
LMS002116,STU00106,2026-05-14,8,17,1,4,5,111
LMS002117,STU00106,2026-05-08,6,135,8,5,3,87
LMS002118,STU00106,2026-02-04,6,36,5,4,5,201
LMS002119,STU00106,2026-03-11,5,98,0,4,5,136
LMS002120,STU00106,2026-06-06,2,6,9,5,1,134
LMS002121,STU00107,2026-02-17,4,31,10,1,3,196
LMS002122,STU00107,2026-04-24,2,50,3,1,0,60
LMS002123,STU00107,2026-06-02,2,40,6,5,5,69
LMS002124,STU00107,2026-05-28,6,89,12,2,1,128
LMS002125,STU00107,2026-05-18,8,3,10,1,2,56
LMS002126,STU00107,2026-02-17,0,91,13,0,4,181
LMS002127,STU00107,2026-02-05,6,40,7,4,1,205
LMS002128,STU00107,2026-05-17,3,58,10,3,5,233
LMS002129,STU00107,2026-01-01,4,19,9,0,5,193
LMS002130,STU00107,2026-04-15,8,144,1,5,0,183
LMS002131,STU00107,2026-05-21,3,84,13,0,1,159
LMS002132,STU00107,2026-03-19,8,172,4,2,0,153
LMS002133,STU00107,2026-04-16,6,69,7,1,0,218
LMS002134,STU00107,2026-02-02,1,109,11,0,3,71
LMS002135,STU00107,2026-03-07,2,149,13,0,3,203
LMS002136,STU00107,2026-05-22,4,77,8,3,5,186
LMS002137,STU00107,2026-02-21,0,10,11,2,3,66
LMS002138,STU00107,2026-03-15,0,26,9,5,5,224
LMS002139,STU00107,2026-02-26,0,100,15,1,0,30
LMS002140,STU00107,2026-02-14,2,68,9,2,4,108
LMS002141,STU00108,2026-03-27,7,38,8,4,2,159
LMS002142,STU00108,2026-06-24,7,157,3,1,5,178
LMS002143,STU00108,2026-04-14,0,103,0,2,4,35
LMS002144,STU00108,2026-01-09,7,107,13,0,4,201
LMS002145,STU00108,2026-06-20,1,81,3,1,5,128
LMS002146,STU00108,2026-02-23,2,29,8,0,5,38
LMS002147,STU00108,2026-01-07,2,155,4,0,3,215
LMS002148,STU00108,2026-04-25,2,157,12,4,4,49
LMS002149,STU00108,2026-02-15,6,21,12,2,0,115
LMS002150,STU00108,2026-03-09,3,42,9,3,5,56
LMS002151,STU00108,2026-01-15,6,16,2,3,4,163
LMS002152,STU00108,2026-02-05,6,44,14,5,1,1
LMS002153,STU00108,2026-04-03,4,178,1,0,3,73
LMS002154,STU00108,2026-04-18,6,151,5,4,1,179
LMS002155,STU00108,2026-02-28,0,30,15,2,3,236
LMS002156,STU00108,2026-02-15,6,53,5,3,4,193
LMS002157,STU00108,2026-04-11,8,96,1,5,2,186
LMS002158,STU00108,2026-05-27,4,28,7,3,1,112
LMS002159,STU00108,2026-01-14,6,83,3,4,3,77
LMS002160,STU00108,2026-01-10,5,115,6,3,2,107
LMS002161,STU00109,2026-04-14,6,48,2,3,5,124
LMS002162,STU00109,2026-04-13,6,93,11,5,2,181
LMS002163,STU00109,2026-01-23,2,20,7,2,2,123
LMS002164,STU00109,2026-03-10,4,55,6,5,5,75
LMS002165,STU00109,2026-06-04,2,135,12,1,4,228
LMS002166,STU00109,2026-02-19,0,165,3,3,2,185
LMS002167,STU00109,2026-01-18,8,2,8,0,0,151
LMS002168,STU00109,2026-05-05,7,118,13,3,5,42
LMS002169,STU00109,2026-03-27,4,85,14,0,2,169
LMS002170,STU00109,2026-04-19,6,73,12,2,2,66
LMS002171,STU00109,2026-03-10,1,103,15,4,1,140
LMS002172,STU00109,2026-04-20,4,92,13,4,1,53
LMS002173,STU00109,2026-02-16,0,39,8,3,1,82
LMS002174,STU00109,2026-04-08,7,18,10,2,3,123
LMS002175,STU00109,2026-03-27,5,29,14,4,4,72
LMS002176,STU00109,2026-02-20,7,90,3,0,3,170
LMS002177,STU00109,2026-06-29,0,24,2,0,2,174
LMS002178,STU00109,2026-04-17,0,50,12,5,0,195
LMS002179,STU00109,2026-01-24,7,109,1,2,5,8
LMS002180,STU00109,2026-02-22,0,21,5,5,0,190
LMS002181,STU00110,2026-06-18,6,119,14,0,4,25
LMS002182,STU00110,2026-02-20,0,4,11,5,2,129
LMS002183,STU00110,2026-05-15,1,106,6,0,1,210
LMS002184,STU00110,2026-01-17,2,151,5,5,3,109
LMS002185,STU00110,2026-01-02,3,97,14,0,1,144
LMS002186,STU00110,2026-04-11,4,79,3,3,4,157
LMS002187,STU00110,2026-03-30,2,115,6,0,1,235
LMS002188,STU00110,2026-05-07,3,130,6,5,0,89
LMS002189,STU00110,2026-05-06,2,130,7,5,4,167
LMS002190,STU00110,2026-03-17,1,11,9,0,4,49
LMS002191,STU00110,2026-01-14,5,160,15,5,2,24
LMS002192,STU00110,2026-04-07,0,39,1,2,2,141
LMS002193,STU00110,2026-05-12,6,116,10,2,3,88
LMS002194,STU00110,2026-03-28,8,44,9,0,3,19
LMS002195,STU00110,2026-02-21,1,43,4,5,5,55
LMS002196,STU00110,2026-03-19,7,51,3,5,5,235
LMS002197,STU00110,2026-01-27,1,119,7,4,3,6
LMS002198,STU00110,2026-04-11,4,56,10,0,2,164
LMS002199,STU00110,2026-01-05,5,126,10,3,0,90
LMS002200,STU00110,2026-01-10,8,90,14,1,5,6
LMS002201,STU00111,2026-04-19,7,138,2,2,1,68
LMS002202,STU00111,2026-01-24,3,47,12,1,3,42
LMS002203,STU00111,2026-05-05,1,64,3,5,2,118
LMS002204,STU00111,2026-06-13,0,174,3,0,1,97
LMS002205,STU00111,2026-04-10,3,157,8,3,4,78
LMS002206,STU00111,2026-05-11,4,86,7,3,1,183
LMS002207,STU00111,2026-06-06,2,114,12,3,2,79
LMS002208,STU00111,2026-05-29,1,97,0,4,0,72
LMS002209,STU00111,2026-06-08,7,155,15,5,3,11
LMS002210,STU00111,2026-05-09,8,24,8,5,5,177
LMS002211,STU00111,2026-04-10,5,49,4,3,4,114
LMS002212,STU00111,2026-01-27,1,5,15,3,3,5
LMS002213,STU00111,2026-06-27,8,124,1,4,1,68
LMS002214,STU00111,2026-05-25,1,27,15,1,3,9
LMS002215,STU00111,2026-02-05,2,29,2,3,1,87
LMS002216,STU00111,2026-01-24,1,40,8,4,0,28
LMS002217,STU00111,2026-05-26,6,55,11,3,3,228
LMS002218,STU00111,2026-03-02,1,171,4,1,1,61
LMS002219,STU00111,2026-06-17,2,62,4,3,2,10
LMS002220,STU00111,2026-02-20,1,123,0,1,4,227
LMS002221,STU00112,2026-02-10,6,125,10,2,5,9
LMS002222,STU00112,2026-01-13,7,102,2,3,0,64
LMS002223,STU00112,2026-06-01,6,34,10,1,2,148
LMS002224,STU00112,2026-05-23,4,104,7,0,3,52
LMS002225,STU00112,2026-01-14,3,28,8,2,0,145
LMS002226,STU00112,2026-02-28,8,165,1,3,5,78
LMS002227,STU00112,2026-01-21,5,142,8,4,2,107
LMS002228,STU00112,2026-01-26,7,167,5,4,4,125
LMS002229,STU00112,2026-05-31,8,159,12,4,4,121
LMS002230,STU00112,2026-01-06,1,173,13,1,5,45
LMS002231,STU00112,2026-03-28,4,68,1,0,0,181
LMS002232,STU00112,2026-05-12,5,78,9,1,5,50
LMS002233,STU00112,2026-06-02,2,137,10,4,2,54
LMS002234,STU00112,2026-02-08,2,109,12,3,1,188
LMS002235,STU00112,2026-04-20,2,53,8,0,5,79
LMS002236,STU00112,2026-03-09,2,47,2,2,3,131
LMS002237,STU00112,2026-03-20,4,139,0,3,3,34
LMS002238,STU00112,2026-05-14,8,24,7,2,4,21
LMS002239,STU00112,2026-04-30,2,161,14,1,0,58
LMS002240,STU00112,2026-05-23,7,58,6,5,0,227
LMS002241,STU00113,2026-05-09,2,159,11,4,3,228
LMS002242,STU00113,2026-01-15,5,58,5,1,3,19
LMS002243,STU00113,2026-01-23,4,60,12,4,3,210
LMS002244,STU00113,2026-03-04,4,113,3,5,0,193
LMS002245,STU00113,2026-01-22,2,149,0,4,3,58
LMS002246,STU00113,2026-06-10,7,95,0,1,4,160
LMS002247,STU00113,2026-05-12,0,46,9,3,2,152
LMS002248,STU00113,2026-04-03,8,143,3,1,4,215
LMS002249,STU00113,2026-01-06,4,70,14,4,5,117
LMS002250,STU00113,2026-02-05,2,46,6,3,0,2
LMS002251,STU00113,2026-04-29,3,81,6,2,5,202
LMS002252,STU00113,2026-02-24,4,50,8,1,3,175
LMS002253,STU00113,2026-04-03,6,92,12,4,4,159
LMS002254,STU00113,2026-02-25,0,71,12,5,1,199
LMS002255,STU00113,2026-05-12,3,42,2,5,2,186
LMS002256,STU00113,2026-01-28,6,70,1,4,1,39
LMS002257,STU00113,2026-04-04,3,112,13,4,5,126
LMS002258,STU00113,2026-02-02,5,41,3,3,3,170
LMS002259,STU00113,2026-06-01,8,119,9,4,3,136
LMS002260,STU00113,2026-02-14,3,0,7,5,5,192
LMS002261,STU00114,2026-06-12,4,112,11,5,1,217
LMS002262,STU00114,2026-02-21,0,17,0,0,1,167
LMS002263,STU00114,2026-01-02,5,5,11,3,0,93
LMS002264,STU00114,2026-03-13,6,92,4,1,1,168
LMS002265,STU00114,2026-02-18,7,5,6,5,5,47
LMS002266,STU00114,2026-05-01,8,139,1,4,3,228
LMS002267,STU00114,2026-06-02,0,17,15,4,3,108
LMS002268,STU00114,2026-04-30,6,24,7,2,0,82
LMS002269,STU00114,2026-03-02,4,171,10,3,1,74
LMS002270,STU00114,2026-03-12,7,92,12,4,3,214
LMS002271,STU00114,2026-03-26,0,31,5,1,3,165
LMS002272,STU00114,2026-01-17,7,55,9,0,0,53
LMS002273,STU00114,2026-06-18,4,14,1,5,4,196
LMS002274,STU00114,2026-06-11,3,151,15,1,2,11
LMS002275,STU00114,2026-03-31,5,180,0,4,5,2
LMS002276,STU00114,2026-06-21,4,5,10,5,2,162
LMS002277,STU00114,2026-02-10,3,174,12,3,3,51
LMS002278,STU00114,2026-03-17,6,6,13,4,5,25
LMS002279,STU00114,2026-04-03,1,6,14,1,2,207
LMS002280,STU00114,2026-05-23,0,145,15,4,1,55
LMS002281,STU00115,2026-03-24,0,143,2,0,2,77
LMS002282,STU00115,2026-04-16,0,37,11,2,4,58
LMS002283,STU00115,2026-05-30,5,17,8,3,5,231
LMS002284,STU00115,2026-04-16,5,106,12,1,0,104
LMS002285,STU00115,2026-05-16,7,136,12,5,5,36
LMS002286,STU00115,2026-03-26,8,120,12,4,1,62
LMS002287,STU00115,2026-03-25,3,77,10,2,1,80
LMS002288,STU00115,2026-02-26,0,20,15,0,3,231
LMS002289,STU00115,2026-05-09,1,162,0,2,3,102
LMS002290,STU00115,2026-01-28,2,37,7,5,3,97
LMS002291,STU00115,2026-02-18,1,142,8,3,4,25
LMS002292,STU00115,2026-01-02,1,71,11,0,5,117
