student_id,subject,total_classes,attended_classes,attendance_percentage
STU00140,Database Management,40,33,82.5
STU00140,Machine Learning,43,36,83.72
STU00140,Operating Systems,48,47,97.92
STU00141,Big Data Analytics,41,35,85.37
STU00141,Computer Networks,42,32,76.19
STU00141,Database Management,47,33,70.21
STU00141,Machine Learning,38,22,57.89
STU00141,Operating Systems,49,39,79.59
STU00142,Big Data Analytics,49,35,71.43
STU00142,Computer Networks,40,25,62.5
STU00142,Database Management,39,27,69.23
STU00142,Machine Learning,42,30,71.43
STU00142,Operating Systems,39,28,71.79
STU00143,Big Data Analytics,44,37,84.09
STU00143,Computer Networks,48,39,81.25
STU00143,Database Management,41,22,53.66
STU00143,Machine Learning,35,33,94.29
STU00143,Operating Systems,41,25,60.98
STU00144,Big Data Analytics,35,30,85.71
STU00144,Computer Networks,48,47,97.92
STU00144,Database Management,49,47,95.92
STU00144,Machine Learning,45,40,88.89
STU00144,Operating Systems,39,26,66.67
STU00145,Big Data Analytics,46,43,93.48
STU00145,Computer Networks,49,36,73.47
STU00145,Database Management,42,26,61.9
STU00145,Machine Learning,36,31,86.11
STU00145,Operating Systems,43,25,58.14
STU00146,Big Data Analytics,41,35,85.37
STU00146,Computer Networks,44,29,65.91
STU00146,Database Management,50,28,56.0
STU00146,Machine Learning,36,18,50.0
STU00146,Operating Systems,40,37,92.5
STU00147,Big Data Analytics,39,39,100.0
STU00147,Computer Networks,42,41,97.62
STU00147,Database Management,35,22,62.86
STU00147,Machine Learning,42,34,80.95
STU00147,Operating Systems,35,23,65.71
STU00148,Big Data Analytics,38,32,84.21
STU00148,Computer Networks,40,40,100.0
STU00148,Database Management,45,22,48.89
STU00148,Machine Learning,50,49,98.0
STU00148,Operating Systems,40,30,75.0
STU00149,Big Data Analytics,47,29,61.7
STU00149,Computer Networks,48,42,87.5
STU00149,Database Management,49,30,61.22
STU00149,Machine Learning,47,24,51.06
STU00149,Operating Systems,43,23,53.49
STU00150,Big Data Analytics,47,23,48.94
STU00150,Computer Networks,50,44,88.0
STU00150,Database Management,49,40,81.63
STU00150,Machine Learning,44,32,72.73
STU00150,Operating Systems,45,42,93.33
STU00151,Big Data Analytics,40,35,87.5
STU00151,Computer Networks,46,26,56.52
STU00151,Database Management,40,23,57.5
STU00151,Machine Learning,42,39,92.86
STU00151,Operating Systems,41,38,92.68
STU00152,Big Data Analytics,36,20,55.56
STU00152,Computer Networks,47,41,87.23
STU00152,Database Management,36,18,50.0
STU00152,Machine Learning,48,39,81.25
STU00152,Operating Systems,39,29,74.36
STU00153,Big Data Analytics,45,35,77.78
STU00153,Computer Networks,43,40,93.02
STU00153,Database Management,50,27,54.0
STU00153,Machine Learning,50,38,76.0
STU00153,Operating Systems,49,37,75.51
STU00154,Big Data Analytics,44,28,63.64
STU00154,Computer Networks,40,36,90.0
STU00154,Database Management,46,37,80.43
STU00154,Machine Learning,42,21,50.0
STU00154,Operating Systems,47,28,59.57
STU00155,Big Data Analytics,49,38,77.55
STU00155,Computer Networks,50,44,88.0
STU00155,Database Management,47,35,74.47
STU00155,Machine Learning,37,27,72.97
STU00155,Operating Systems,43,38,88.37
STU00156,Big Data Analytics,42,22,52.38
STU00156,Computer Networks,50,44,88.0
STU00156,Database Management,35,27,77.14
STU00156,Machine Learning,38,22,57.89
STU00156,Operating Systems,39,27,69.23
STU00157,Big Data Analytics,35,29,82.86
STU00157,Computer Networks,41,41,100.0
STU00157,Database Management,47,34,72.34
STU00157,Machine Learning,42,41,97.62
STU00157,Operating Systems,50,35,70.0
STU00158,Big Data Analytics,45,23,51.11
STU00158,Computer Networks,39,25,64.1
STU00158,Database Management,49,46,93.88
STU00158,Machine Learning,38,33,86.84
STU00158,Operating Systems,38,28,73.68
STU00159,Big Data Analytics,40,39,97.5
STU00159,Computer Networks,44,39,88.64
STU00159,Database Management,40,40,100.0
STU00159,Machine Learning,35,34,97.14
STU00159,Operating Systems,36,36,100.0
STU00160,Big Data Analytics,42,34,80.95
STU00160,Computer Networks,41,20,48.78
STU00160,Database Management,35,18,51.43
STU00160,Machine Learning,40,29,72.5
STU00160,Operating Systems,43,31,72.09
STU00161,Big Data Analytics,50,31,62.0
STU00161,Computer Networks,50,25,50.0
STU00161,Database Management,49,29,59.18
STU00161,Machine Learning,37,20,54.05
STU00161,Operating Systems,39,31,79.49
STU00162,Big Data Analytics,39,39,100.0
STU00162,Computer Networks,42,40,95.24
STU00162,Database Management,48,41,85.42
STU00162,Machine Learning,40,34,85.0
STU00162,Operating Systems,45,30,66.67
STU00163,Big Data Analytics,46,35,76.09
STU00163,Computer Networks,49,24,48.98
STU00163,Database Management,46,44,95.65
STU00163,Machine Learning,37,36,97.3
STU00163,Operating Systems,41,37,90.24
STU00164,Big Data Analytics,48,38,79.17
STU00164,Computer Networks,46,38,82.61
STU00164,Database Management,39,21,53.85
STU00164,Machine Learning,48,36,75.0
STU00164,Operating Systems,44,35,79.55
STU00165,Big Data Analytics,38,19,50.0
STU00165,Computer Networks,45,36,80.0
STU00165,Database Management,38,37,97.37
STU00165,Machine Learning,40,28,70.0
STU00165,Operating Systems,42,40,95.24
STU00166,Big Data Analytics,47,33,70.21
STU00166,Computer Networks,48,31,64.58
STU00166,Database Management,46,33,71.74
STU00166,Machine Learning,44,30,68.18
STU00166,Operating Systems,37,31,83.78
STU00167,Big Data Analytics,40,21,52.5
STU00167,Computer Networks,44,28,63.64
STU00167,Database Management,44,23,52.27
STU00167,Machine Learning,45,40,88.89
STU00167,Operating Systems,46,40,86.96
STU00168,Big Data Analytics,48,30,62.5
STU00168,Computer Networks,46,45,97.83
STU00168,Database Management,50,46,92.0
STU00168,Machine Learning,39,35,89.74
STU00168,Operating Systems,38,21,55.26
STU00169,Big Data Analytics,46,29,63.04
STU00169,Computer Networks,48,46,95.83
STU00169,Database Management,48,26,54.17
STU00169,Machine Learning,44,28,63.64
STU00169,Operating Systems,48,25,52.08
STU00170,Big Data Analytics,35,29,82.86
STU00170,Computer Networks,49,47,95.92
STU00170,Database Management,46,23,50.0
STU00170,Machine Learning,50,37,74.0
STU00170,Operating Systems,48,24,50.0
STU00171,Big Data Analytics,35,25,71.43
STU00171,Computer Networks,40,20,50.0
STU00171,Database Management,39,23,58.97
STU00171,Machine Learning,42,21,50.0
STU00171,Operating Systems,46,28,60.87
STU00172,Big Data Analytics,50,39,78.0
STU00172,Computer Networks,46,40,86.96
STU00172,Database Management,41,20,48.78
STU00172,Machine Learning,41,31,75.61
STU00172,Operating Systems,35,29,82.86
STU00173,Big Data Analytics,35,24,68.57
STU00173,Computer Networks,43,42,97.67
STU00173,Database Management,50,32,64.0
STU00173,Machine Learning,50,40,80.0
STU00173,Operating Systems,43,36,83.72
STU00174,Big Data Analytics,47,39,82.98
STU00174,Computer Networks,45,34,75.56
STU00174,Database Management,45,34,75.56
STU00174,Machine Learning,42,28,66.67
STU00174,Operating Systems,50,31,62.0
STU00175,Big Data Analytics,37,19,51.35
STU00175,Computer Networks,48,39,81.25
STU00175,Database Management,40,31,77.5
STU00175,Machine Learning,41,29,70.73
STU00175,Operating Systems,35,17,48.57
STU00176,Big Data Analytics,38,33,86.84
STU00176,Computer Networks,41,31,75.61
STU00176,Database Management,43,24,55.81
STU00176,Machine Learning,44,28,63.64
STU00176,Operating Systems,36,22,61.11
STU00177,Big Data Analytics,40,28,70.0
STU00177,Computer Networks,39,36,92.31
STU00177,Database Management,38,28,73.68
STU00177,Machine Learning,47,38,80.85
STU00177,Operating Systems,42,25,59.52
STU00178,Big Data Analytics,37,36,97.3
STU00178,Computer Networks,43,40,93.02
STU00178,Database Management,47,44,93.62
STU00178,Machine Learning,42,26,61.9
STU00178,Operating Systems,37,29,78.38
STU00179,Big Data Analytics,40,38,95.0
STU00179,Computer Networks,38,27,71.05
STU00179,Database Management,48,36,75.0
STU00179,Machine Learning,50,31,62.0
STU00179,Operating Systems,46,30,65.22
STU00180,Big Data Analytics,45,25,55.56
STU00180,Computer Networks,45,22,48.89
STU00180,Database Management,35,19,54.29
STU00180,Machine Learning,41,32,78.05
STU00180,Operating Systems,40,29,72.5
STU00181,Big Data Analytics,44,35,79.55
STU00181,Computer Networks,35,32,91.43
STU00181,Database Management,39,30,76.92
STU00181,Machine Learning,50,38,76.0
STU00181,Operating Systems,40,26,65.0
STU00182,Big Data Analytics,37,32,86.49
STU00182,Computer Networks,41,39,95.12
STU00182,Database Management,40,21,52.5
STU00182,Machine Learning,37,27,72.97
STU00182,Operating Systems,49,39,79.59
STU00183,Big Data Analytics,38,33,86.84
STU00183,Computer Networks,37,31,83.78
STU00183,Database Management,44,33,75.0
STU00183,Machine Learning,48,46,95.83
STU00183,Operating Systems,45,41,91.11
STU00184,Big Data Analytics,38,37,97.37
STU00184,Computer Networks,48,47,97.92
STU00184,Database Management,45,28,62.22
STU00184,Machine Learning,42,24,57.14
STU00184,Operating Systems,50,25,50.0
STU00185,Big Data Analytics,43,35,81.4
STU00185,Computer Networks,40,29,72.5
STU00185,Database Management,48,41,85.42
STU00185,Machine Learning,44,24,54.55
STU00185,Operating Systems,36,23,63.89
STU00186,Big Data Analytics,39,28,71.79
STU00186,Computer Networks,37,37,100.0
STU00186,Database Management,49,37,75.51
STU00186,Machine Learning,49,24,48.98
STU00186,Operating Systems,36,20,55.56
STU00187,Big Data Analytics,35,31,88.57
STU00187,Computer Networks,38,30,78.95
STU00187,Database Management,41,24,58.54
STU00187,Machine Learning,47,45,95.74
STU00187,Operating Systems,42,36,85.71
STU00188,Big Data Analytics,50,30,60.0
STU00188,Computer Networks,47,24,51.06
STU00188,Database Management,35,20,57.14
STU00188,Machine Learning,48,32,66.67
STU00188,Operating Systems,45,32,71.11
STU00189,Big Data Analytics,41,26,63.41
STU00189,Computer Networks,35,30,85.71
STU00189,Database Management,44,42,95.45
STU00189,Machine Learning,40,30,75.0
STU00189,Operating Systems,38,23,60.53
STU00190,Big Data Analytics,37,18,48.65
STU00190,Computer Networks,37,18,48.65
STU00190,Database Management,35,21,60.0
STU00190,Machine Learning,50,35,70.0
STU00190,Operating Systems,50,28,56.0
STU00191,Big Data Analytics,40,40,100.0
STU00191,Computer Networks,42,38,90.48
STU00191,Database Management,45,34,75.56
STU00191,Machine Learning,39,39,100.0
STU00191,Operating Systems,40,23,57.5
STU00192,Big Data Analytics,48,37,77.08
STU00192,Computer Networks,35,22,62.86
STU00192,Database Management,38,37,97.37
STU00192,Machine Learning,37,18,48.65
STU00192,Operating Systems,47,39,82.98
STU00193,Big Data Analytics,41,36,87.8
STU00193,Computer Networks,44,39,88.64
STU00193,Database Management,35,25,71.43
STU00193,Machine Learning,49,24,48.98
STU00193,Operating Systems,44,22,50.0
STU00194,Big Data Analytics,45,35,77.78
STU00194,Computer Networks,44,37,84.09
STU00194,Database Management,41,23,56.1
STU00194,Machine Learning,46,46,100.0
STU00194,Operating Systems,47,40,85.11
STU00195,Big Data Analytics,41,23,56.1
STU00195,Computer Networks,42,24,57.14
STU00195,Database Management,35,24,68.57
STU00195,Machine Learning,49,24,48.98
STU00195,Operating Systems,50,31,62.0
STU00196,Big Data Analytics,44,31,70.45
STU00196,Computer Networks,44,31,70.45
STU00196,Database Management,48,48,100.0
STU00196,Machine Learning,46,40,86.96
STU00196,Operating Systems,45,25,55.56
STU00197,Big Data Analytics,35,21,60.0
STU00197,Computer Networks,49,30,61.22
STU00197,Database Management,39,31,79.49
STU00197,Machine Learning,46,28,60.87
STU00197,Operating Systems,46,44,95.65
STU00198,Big Data Analytics,44,36,81.82
STU00198,Computer Networks,45,39,86.67
STU00198,Database Management,41,40,97.56
STU00198,Machine Learning,50,25,50.0
STU00198,Operating Systems,46,43,93.48
STU00199,Big Data Analytics,35,25,71.43
STU00199,Computer Networks,49,37,75.51
STU00199,Database Management,50,26,52.0
STU00199,Machine Learning,47,28,59.57
STU00199,Operating Systems,47,46,97.87
STU00200,Big Data Analytics,37,33,89.19
STU00200,Computer Networks,46,43,93.48
STU00200,Database Management,35,28,80.0
STU00200,Machine Learning,36,27,75.0
STU00200,Operating Systems,50,32,64.0
STU00201,Big Data Analytics,45,45,100.0
STU00201,Computer Networks,35,19,54.29
STU00201,Database Management,45,33,73.33
STU00201,Machine Learning,50,25,50.0
STU00201,Operating Systems,48,37,77.08
STU00202,Big Data Analytics,37,29,78.38
STU00202,Computer Networks,47,40,85.11
STU00202,Database Management,49,28,57.14
STU00202,Machine Learning,46,24,52.17
STU00202,Operating Systems,50,39,78.0
STU00203,Big Data Analytics,41,28,68.29
STU00203,Computer Networks,39,25,64.1
STU00203,Database Management,36,34,94.44
STU00203,Machine Learning,44,24,54.55
STU00203,Operating Systems,37,21,56.76
STU00204,Big Data Analytics,45,43,95.56
STU00204,Computer Networks,38,30,78.95
STU00204,Database Management,46,40,86.96
STU00204,Machine Learning,47,42,89.36
STU00204,Operating Systems,37,22,59.46
STU00205,Big Data Analytics,37,19,51.35
STU00205,Computer Networks,41,27,65.85
STU00205,Database Management,46,24,52.17
STU00205,Machine Learning,50,45,90.0
STU00205,Operating Systems,42,36,85.71
STU00206,Big Data Analytics,39,34,87.18
STU00206,Computer Networks,48,40,83.33
STU00206,Database Management,35,19,54.29
STU00206,Machine Learning,48,41,85.42
STU00206,Operating Systems,37,34,91.89
STU00207,Big Data Analytics,45,40,88.89
STU00207,Computer Networks,50,44,88.0
STU00207,Database Management,43,32,74.42
STU00207,Machine Learning,42,22,52.38
STU00207,Operating Systems,36,23,63.89
STU00208,Big Data Analytics,37,29,78.38
STU00208,Computer Networks,37,20,54.05
STU00208,Database Management,48,33,68.75
STU00208,Machine Learning,43,36,83.72
STU00208,Operating Systems,49,26,53.06
STU00209,Big Data Analytics,42,29,69.05
STU00209,Computer Networks,37,32,86.49
STU00209,Database Management,37,26,70.27
STU00209,Machine Learning,43,30,69.77
STU00209,Operating Systems,46,24,52.17
STU00210,Big Data Analytics,44,37,84.09
STU00210,Computer Networks,38,30,78.95
STU00210,Database Management,36,21,58.33
STU00210,Machine Learning,45,28,62.22
STU00210,Operating Systems,41,26,63.41
STU00211,Big Data Analytics,46,32,69.57
STU00211,Computer Networks,45,44,97.78
STU00211,Database Management,49,24,48.98
STU00211,Machine Learning,46,34,73.91
STU00211,Operating Systems,40,30,75.0
STU00212,Big Data Analytics,44,33,75.0
STU00212,Computer Networks,36,33,91.67
STU00212,Database Management,43,28,65.12
STU00212,Machine Learning,50,48,96.0
STU00212,Operating Systems,50,29,58.0
STU00213,Big Data Analytics,46,34,73.91
STU00213,Computer Networks,41,30,73.17
STU00213,Database Management,42,42,100.0
STU00213,Machine Learning,36,35,97.22
STU00213,Operating Systems,41,34,82.93
STU00214,Big Data Analytics,35,33,94.29
STU00214,Computer Networks,36,25,69.44
STU00214,Database Management,49,35,71.43
STU00214,Machine Learning,41,41,100.0
STU00214,Operating Systems,35,21,60.0
STU00215,Big Data Analytics,43,25,58.14
STU00215,Computer Networks,43,22,51.16
STU00215,Database Management,49,37,75.51
STU00215,Machine Learning,43,37,86.05
STU00215,Operating Systems,42,24,57.14
STU00216,Big Data Analytics,48,31,64.58
STU00216,Computer Networks,40,40,100.0
STU00216,Database Management,46,23,50.0
STU00216,Machine Learning,45,42,93.33
STU00216,Operating Systems,35,27,77.14
STU00217,Big Data Analytics,45,34,75.56
STU00217,Computer Networks,42,42,100.0
STU00217,Database Management,40,34,85.0
STU00217,Machine Learning,43,41,95.35
STU00217,Operating Systems,48,33,68.75
STU00218,Big Data Analytics,35,33,94.29
STU00218,Computer Networks,37,37,100.0
STU00218,Database Management,43,41,95.35
STU00218,Machine Learning,39,23,58.97
STU00218,Operating Systems,46,45,97.83
STU00219,Big Data Analytics,40,23,57.5
STU00219,Computer Networks,44,32,72.73
STU00219,Database Management,41,32,78.05
STU00219,Machine Learning,35,18,51.43
STU00219,Operating Systems,37,22,59.46
STU00220,Big Data Analytics,49,42,85.71
STU00220,Computer Networks,38,34,89.47
STU00220,Database Management,41,32,78.05
STU00220,Machine Learning,49,41,83.67
STU00220,Operating Systems,48,43,89.58
STU00221,Big Data Analytics,38,32,84.21
STU00221,Computer Networks,37,37,100.0
STU00221,Database Management,50,36,72.0
STU00221,Machine Learning,49,28,57.14
STU00221,Operating Systems,39,34,87.18
STU00222,Big Data Analytics,43,31,72.09
STU00222,Computer Networks,44,35,79.55
STU00222,Database Management,50,42,84.0
STU00222,Machine Learning,41,26,63.41
STU00222,Operating Systems,41,24,58.54
STU00223,Big Data Analytics,39,38,97.44
STU00223,Computer Networks,43,35,81.4
STU00223,Database Management,43,33,76.74
STU00223,Machine Learning,41,22,53.66
STU00223,Operating Systems,40,21,52.5
STU00224,Big Data Analytics,44,39,88.64
STU00224,Computer Networks,36,22,61.11
STU00224,Database Management,49,24,48.98
STU00224,Machine Learning,44,33,75.0
STU00224,Operating Systems,37,27,72.97
STU00225,Big Data Analytics,47,31,65.96
STU00225,Computer Networks,45,31,68.89
STU00225,Database Management,37,32,86.49
STU00225,Machine Learning,42,24,57.14
STU00225,Operating Systems,46,26,56.52
STU00226,Big Data Analytics,40,33,82.5
STU00226,Computer Networks,50,43,86.0
STU00226,Database Management,43,28,65.12
STU00226,Machine Learning,44,29,65.91
STU00226,Operating Systems,42,35,83.33
STU00227,Big Data Analytics,39,26,66.67
STU00227,Computer Networks,49,37,75.51
STU00227,Database Management,40,35,87.5
STU00227,Machine Learning,37,36,97.3
STU00227,Operating Systems,41,39,95.12
STU00228,Big Data Analytics,43,38,88.37
STU00228,Computer Networks,43,39,90.7
STU00228,Database Management,36,29,80.56
STU00228,Machine Learning,43,43,100.0
STU00228,Operating Systems,49,31,63.27
STU00229,Big Data Analytics,42,38,90.48
STU00229,Computer Networks,39,23,58.97
STU00229,Database Management,36,20,55.56
STU00229,Machine Learning,48,37,77.08
STU00229,Operating Systems,36,21,58.33
STU00230,Big Data Analytics,37,37,100.0
STU00230,Computer Networks,46,26,56.52
STU00230,Database Management,39,34,87.18
STU00230,Machine Learning,45,32,71.11
STU00230,Operating Systems,44,23,52.27
STU00231,Big Data Analytics,46,35,76.09
STU00231,Computer Networks,38,25,65.79
STU00231,Database Management,37,22,59.46
STU00231,Machine Learning,48,31,64.58
STU00231,Operating Systems,44,29,65.91
STU00232,Big Data Analytics,43,41,95.35
STU00232,Computer Networks,42,25,59.52
STU00232,Database Management,36,25,69.44
STU00232,Machine Learning,49,42,85.71
STU00232,Operating Systems,45,41,91.11
STU00233,Big Data Analytics,35,27,77.14
STU00233,Computer Networks,48,45,93.75
STU00233,Database Management,45,29,64.44
STU00233,Machine Learning,50,49,98.0
STU00233,Operating Systems,40,32,80.0
STU00234,Big Data Analytics,35,34,97.14
STU00234,Computer Networks,49,35,71.43
STU00234,Database Management,43,30,69.77
STU00234,Machine Learning,47,37,78.72
STU00234,Operating Systems,37,21,56.76
STU00235,Big Data Analytics,41,28,68.29
STU00235,Computer Networks,39,30,76.92
STU00235,Database Management,41,32,78.05
STU00235,Machine Learning,46,41,89.13
STU00235,Operating Systems,38,34,89.47
STU00236,Big Data Analytics,44,37,84.09
STU00236,Computer Networks,41,36,87.8
STU00236,Database Management,39,37,94.87
STU00236,Machine Learning,49,26,53.06
STU00236,Operating Systems,37,35,94.59
STU00237,Big Data Analytics,40,30,75.0
STU00237,Computer Networks,43,25,58.14
STU00237,Database Management,35,33,94.29
STU00237,Machine Learning,41,39,95.12
STU00237,Operating Systems,50,35,70.0
STU00238,Big Data Analytics,40,21,52.5
STU00238,Computer Networks,44,31,70.45
STU00238,Database Management,38,28,73.68
STU00238,Machine Learning,46,43,93.48
STU00238,Operating Systems,38,34,89.47
STU00239,Big Data Analytics,35,25,71.43
STU00239,Computer Networks,48,27,56.25
STU00239,Database Management,49,27,55.1
STU00239,Machine Learning,35,21,60.0
STU00239,Operating Systems,39,34,87.18
STU00240,Big Data Analytics,43,31,72.09
STU00240,Computer Networks,35,27,77.14
STU00240,Database Management,49,33,67.35
STU00240,Machine Learning,36,36,100.0
STU00240,Operating Systems,47,38,80.85
STU00241,Big Data Analytics,37,26,70.27
STU00241,Computer Networks,40,26,65.0
STU00241,Database Management,46,26,56.52
STU00241,Machine Learning,41,20,48.78
STU00241,Operating Systems,50,45,90.0
STU00242,Big Data Analytics,43,21,48.84
STU00242,Computer Networks,48,25,52.08
STU00242,Database Management,50,45,90.0
STU00242,Machine Learning,41,39,95.12
STU00242,Operating Systems,43,31,72.09
STU00243,Big Data Analytics,40,37,92.5
STU00243,Computer Networks,48,38,79.17
STU00243,Database Management,37,37,100.0
STU00243,Machine Learning,44,23,52.27
STU00243,Operating Systems,47,38,80.85
STU00244,Big Data Analytics,44,31,70.45
STU00244,Computer Networks,50,37,74.0
STU00244,Database Management,44,40,90.91
STU00244,Machine Learning,47,42,89.36
STU00244,Operating Systems,37,34,91.89
STU00245,Big Data Analytics,41,39,95.12
STU00245,Computer Networks,41,24,58.54
STU00245,Database Management,41,35,85.37
STU00245,Machine Learning,38,30,78.95
STU00245,Operating Systems,36,24,66.67
STU00246,Big Data Analytics,37,22,59.46
STU00246,Computer Networks,45,23,51.11
STU00246,Database Management,38,36,94.74
STU00246,Machine Learning,47,32,68.09
STU00246,Operating Systems,40,37,92.5
STU00247,Big Data Analytics,48,26,54.17
STU00247,Computer Networks,39,25,64.1
STU00247,Database Management,41,29,70.73
STU00247,Machine Learning,48,45,93.75
STU00247,Operating Systems,38,25,65.79
STU00248,Big Data Analytics,42,37,88.1
STU00248,Computer Networks,39,22,56.41
STU00248,Database Management,50,38,76.0
STU00248,Machine Learning,48,37,77.08
STU00248,Operating Systems,48,37,77.08
STU00249,Big Data Analytics,44,34,77.27
STU00249,Computer Networks,47,30,63.83
STU00249,Database Management,44,41,93.18
STU00249,Machine Learning,42,25,59.52
STU00249,Operating Systems,40,29,72.5
STU00250,Big Data Analytics,48,46,95.83
STU00250,Computer Networks,48,33,68.75
STU00250,Database Management,46,46,100.0
STU00250,Machine Learning,36,32,88.89
STU00250,Operating Systems,42,41,97.62
STU00251,Big Data Analytics,35,19,54.29
STU00251,Computer Networks,49,32,65.31
STU00251,Database Management,37,32,86.49
STU00251,Machine Learning,43,39,90.7
STU00251,Operating Systems,41,26,63.41
STU00252,Big Data Analytics,41,30,73.17
STU00252,Computer Networks,41,20,48.78
STU00252,Database Management,49,38,77.55
STU00252,Machine Learning,41,39,95.12
STU00252,Operating Systems,40,23,57.5
STU00253,Big Data Analytics,42,22,52.38
STU00253,Computer Networks,45,23,51.11
STU00253,Database Management,50,42,84.0
STU00253,Machine Learning,46,26,56.52
STU00253,Operating Systems,40,40,100.0
STU00254,Big Data Analytics,49,42,85.71
STU00254,Computer Networks,44,39,88.64
STU00254,Database Management,43,33,76.74
STU00254,Machine Learning,41,21,51.22
STU00254,Operating Systems,43,24,55.81
STU00255,Big Data Analytics,39,21,53.85
STU00255,Computer Networks,39,22,56.41
STU00255,Database Management,44,24,54.55
STU00255,Machine Learning,35,25,71.43
STU00255,Operating Systems,45,35,77.78
STU00256,Big Data Analytics,41,40,97.56
STU00256,Computer Networks,41,38,92.68
STU00256,Database Management,39,24,61.54
STU00256,Machine Learning,44,39,88.64
STU00256,Operating Systems,44,37,84.09
STU00257,Big Data Analytics,40,30,75.0
STU00257,Computer Networks,41,28,68.29
STU00257,Database Management,41,21,51.22
STU00257,Machine Learning,37,30,81.08
STU00257,Operating Systems,38,29,76.32
STU00258,Big Data Analytics,47,27,57.45
STU00258,Computer Networks,38,37,97.37
STU00258,Database Management,39,34,87.18
STU00258,Machine Learning,39,31,79.49
STU00258,Operating Systems,41,20,48.78
STU00259,Big Data Analytics,39,36,92.31
STU00259,Computer Networks,40,20,50.0
STU00259,Database Management,44,24,54.55
STU00259,Machine Learning,44,36,81.82
STU00259,Operating Systems,39,23,58.97
STU00260,Big Data Analytics,37,30,81.08
STU00260,Computer Networks,40,39,97.5
STU00260,Database Management,49,47,95.92
STU00260,Machine Learning,41,26,63.41
STU00260,Operating Systems,44,37,84.09
STU00261,Big Data Analytics,41,29,70.73
STU00261,Computer Networks,49,47,95.92
STU00261,Database Management,44,36,81.82
STU00261,Machine Learning,39,24,61.54
STU00261,Operating Systems,39,33,84.62
STU00262,Big Data Analytics,37,25,67.57
STU00262,Computer Networks,44,34,77.27
STU00262,Database Management,38,33,86.84
STU00262,Machine Learning,50,35,70.0
STU00262,Operating Systems,44,33,75.0
STU00263,Big Data Analytics,49,45,91.84
STU00263,Computer Networks,35,31,88.57
STU00263,Database Management,41,21,51.22
STU00263,Machine Learning,40,25,62.5
STU00263,Operating Systems,45,44,97.78
STU00264,Big Data Analytics,49,44,89.8
STU00264,Computer Networks,39,19,48.72
STU00264,Database Management,36,35,97.22
STU00264,Machine Learning,39,32,82.05
STU00264,Operating Systems,48,38,79.17
STU00265,Big Data Analytics,47,29,61.7
STU00265,Computer Networks,49,25,51.02
STU00265,Database Management,45,28,62.22
STU00265,Machine Learning,41,38,92.68
STU00265,Operating Systems,42,40,95.24
STU00266,Big Data Analytics,46,28,60.87
STU00266,Computer Networks,39,38,97.44
STU00266,Database Management,50,28,56.0
STU00266,Machine Learning,41,27,65.85
STU00266,Operating Systems,40,40,100.0
STU00267,Big Data Analytics,36,25,69.44
STU00267,Computer Networks,37,36,97.3
STU00267,Database Management,36,19,52.78
STU00267,Machine Learning,39,22,56.41
STU00267,Operating Systems,44,29,65.91
STU00268,Big Data Analytics,38,20,52.63
STU00268,Computer Networks,38,34,89.47
STU00268,Database Management,49,31,63.27
STU00268,Machine Learning,36,22,61.11
STU00268,Operating Systems,50,25,50.0
STU00269,Big Data Analytics,41,32,78.05
STU00269,Computer Networks,50,50,100.0
STU00269,Database Management,48,39,81.25
STU00269,Machine Learning,45,29,64.44
STU00269,Operating Systems,36,21,58.33
STU00270,Big Data Analytics,36,27,75.0
STU00270,Computer Networks,43,25,58.14
STU00270,Database Management,44,28,63.64
STU00270,Machine Learning,41,24,58.54
STU00270,Operating Systems,41,32,78.05
STU00271,Big Data Analytics,36,25,69.44
STU00271,Computer Networks,40,23,57.5
STU00271,Database Management,46,23,50.0
STU00271,Machine Learning,40,36,90.0
STU00271,Operating Systems,45,36,80.0
STU00272,Big Data Analytics,49,42,85.71
STU00272,Computer Networks,49,45,91.84
STU00272,Database Management,41,30,73.17
STU00272,Machine Learning,38,20,52.63
STU00272,Operating Systems,41,31,75.61
STU00273,Big Data Analytics,35,21,60.0
STU00273,Computer Networks,45,36,80.0
STU00273,Database Management,38,21,55.26
STU00273,Machine Learning,42,39,92.86
STU00273,Operating Systems,45,26,57.78
STU00274,Big Data Analytics,48,48,100.0
STU00274,Computer Networks,42,27,64.29
STU00274,Database Management,47,43,91.49
STU00274,Machine Learning,46,24,52.17
STU00274,Operating Systems,37,20,54.05
STU00275,Big Data Analytics,44,22,50.0
STU00275,Computer Networks,40,27,67.5
STU00275,Database Management,37,23,62.16
STU00275,Machine Learning,40,39,97.5
STU00275,Operating Systems,40,38,95.0
STU00276,Big Data Analytics,43,33,76.74
STU00276,Computer Networks,41,27,65.85
STU00276,Database Management,42,31,73.81
STU00276,Machine Learning,37,21,56.76
STU00276,Operating Systems,47,36,76.6
STU00277,Big Data Analytics,45,31,68.89
STU00277,Computer Networks,50,47,94.0
STU00277,Database Management,39,19,48.72
STU00277,Machine Learning,41,41,100.0
STU00277,Operating Systems,44,23,52.27
STU00278,Big Data Analytics,35,23,65.71
STU00278,Computer Networks,49,24,48.98
STU00278,Database Management,50,39,78.0
STU00278,Machine Learning,36,18,50.0
STU00278,Operating Systems,42,36,85.71
STU00279,Big Data Analytics,50,27,54.0
STU00279,Computer Networks,40,25,62.5
STU00279,Database Management,48,39,81.25
STU00279,Machine Learning,49,38,77.55
STU00279,Operating Systems,49,32,65.31
